TimeStamp (sec),Distance (m),GPS_Speed (kmh),PosLat (deg),PosLon (deg),AccelForward (g),AccelLateral (g),AccelCombi (g),YawRate (deg/s),GPS_Height (m),GPS_NumSat (NA),RPM (NA),Pedal_throttle (percent),Pedal_brake (percent),Steer_angle (deg),Gear (NA),CoolantT (c),OilT (c),Fuel (percent),IntakeBoost (bar),IntakeTemp (c),AFR (NA)
57.3,5941,62.19884414,34.73745442,126.4096347,-0.066925,1.095596,,,0,7,4671,47,0,150,2,82,103,,,,
57.4,5946,62.10085143,34.73744498,126.4096202,-0.003881,1.035707,,,0,7,4798,68,0,129,2,82,103,,,,
57.5,5952,62.20184717,34.73743601,126.409605,0.054058,0.977742,,,0,7,4857,79,0,111,2,82,103,,,,
57.6,5958,62.40484449,34.73742748,126.4095892,0.106248,0.923009,,,0,7,5007,92,0,100,2,82,103,,,,
57.7,5963,62.90684752,34.73741941,126.4095728,0.151409,0.875981,,,0,7,4961,100,0,74,2,82,103,,,,
57.8,5969,63.60684605,34.73741187,126.4095556,0.187685,0.842305,,,0,7,4949,100,0,74,2,82,103,,,,
57.9,5975,64.30784398,34.73740477,126.4095377,0.218869,0.818794,,,0,7,5028,100,0,74,2,82,103,,,,
58,5981,65.10983764,34.73739811,126.4095193,0.245605,0.802249,,,0,7,5163,100,0,74,2,82,103,,,,
58.1,5987,66.10883545,34.7373919,126.4095003,0.269148,0.788215,,,0,7,5241,100,0,74,2,82,103,,,,
58.2,5993,67.0098341,34.73738615,126.4094807,0.288841,0.772856,,,0,7,5293,100,0,73,2,82,103,,,,
58.3,5999,68.01083393,34.73738095,126.4094604,0.302168,0.751149,,,0,7,5376,100,0,60,2,82,103,,,,
58.4,6006,69.11182848,34.73737614,126.4094395,0.309745,0.725624,,,0,7,5471,100,0,58,2,82,103,,,,
58.5,6012,70.31183446,34.7373717,126.4094183,0.310319,0.696938,,,0,7,5553,100,0,58,2,82,103,,,,
58.6,6019,71.50982877,34.73736765,126.4093966,0.304532,0.66764,,,0,7,5631,100,0,58,2,82,103,,,,
58.7,6025,72.50982115,34.73736399,126.4093746,0.293685,0.64028,,,0,6,5717,100,0,57,2,82,103,,,,
58.8,6032,73.50981996,34.73736082,126.4093521,0.281595,0.617375,,,0,6,5806,100,0,56,2,82,103,,,,
58.9,6039,74.50781837,34.73735807,126.4093294,0.271449,0.598306,,,0,6,5886,100,0,52,2,82,103,,,,
59,6046,75.30881746,34.73735576,126.4093064,0.266414,0.584323,,,0,6,5957,100,0,49,2,82,102,,,,
59.1,6053,76.20981612,34.7373539,126.4092831,0.267765,0.574151,,,0,6,6044,100,0,48,2,82,102,,,,
59.2,6060,77.20781452,34.73735254,126.4092594,0.276758,0.566497,,,0,6,6121,100,0,48,2,82,102,,,,
59.3,6067,78.00980658,34.73735179,126.4092353,0.292716,0.558161,,,0,7,6213,100,0,49,2,82,102,,,,
59.4,6074,79.01180741,34.73735151,126.4092107,0.311167,0.544701,,,0,7,6291,100,0,49,2,82,102,,,,
59.5,6081,80.21280797,34.73735165,126.4091858,0.326386,0.523573,,,0,7,6390,100,0,48,2,82,102,,,,
59.6,6089,81.51180284,34.73735222,126.4091604,0.333906,0.492867,,,0,7,6463,100,0,35,2,82,102,,,,
59.7,6096,82.71379796,34.73735327,126.4091346,0.328718,0.450778,,,0,7,6543,100,0,33,2,82,102,,,,
59.8,6104,84.11179139,34.73735458,126.4091084,0.314672,0.406166,,,0,7,6623,100,0,30,2,82,102,,,,
59.9,6112,85.30979696,34.73735604,126.4090821,0.298082,0.361521,,,0,7,6709,100,0,26,2,82,102,,,,
60,6119,86.30678792,34.7373577,126.4090556,0.279613,0.313735,,,0,7,6817,100,0,24,2,82,102,,,,
60.1,6127,87.00978786,34.73735959,126.4090287,0.262513,0.267472,,,0,7,6884,100,0,23,2,82,102,,,,
60.2,6135,88.00878567,34.73736176,126.4090015,0.25614,0.247071,,,0,7,6944,100,0,9,2,82,102,,,,
60.3,6144,88.90878492,34.73736394,126.4089742,0.249767,0.226046,,,0,7,7014,100,0,9,2,82,102,,,,
60.4,6152,89.80778317,34.73736612,126.408947,0.243394,0.205658,,,0,7,7090,100,0,9,2,82,102,,,,
60.5,6160,90.60677381,34.73736853,126.4089194,0.237027,0.18592,,,0,7,7163,100,0,9,2,82,102,,,,
60.6,6168,91.30677716,34.73737122,126.4088913,0.231291,0.168069,,,0,7,7254,59,0,8,1,82,102,,,,
60.7,6177,92.00677569,34.73737392,126.4088633,0.225555,0.149593,,,0,7,7456,0,0,8,0,82,102,,,,
60.8,6185,92.70677261,34.73737661,126.4088352,0.219806,0.131639,,,0,7,7151,1,0,8,0,82,102,,,,
60.9,6194,93.40777053,34.73737952,126.4088068,0.212815,0.102979,,,0,7,6466,100,0,7,0,82,102,,,,
61,6202,94.20677405,34.73738255,126.4087781,0.207767,0.0763,,,0,7,5349,100,0,6,0,82,102,,,,
61.1,6211,94.90776714,34.73738564,126.4087492,0.207793,0.058506,,,0,7,5125,100,0,4,0,82,102,,,,
61.2,6220,95.70877107,34.73738885,126.4087201,0.210361,0.045747,,,0,7,5281,100,0,2,0,82,102,,,,
61.3,6228,96.60775805,34.73739215,126.4086908,0.21481,0.031694,,,0,7,5352,100,0,0,0,82,103,,,,
61.4,6237,97.40676156,34.73739541,126.4086612,0.217996,0.014467,,,0,7,5370,100,0,0,0,82,103,,,,
61.5,6246,98.10675848,34.73739864,126.4086315,0.221177,-0.004684,,,0,7,5393,100,0,0,1,82,103,,,,
61.6,6255,98.80775641,34.73740185,126.4086015,0.22372,-0.02699,,,0,7,5449,100,0,0,3,82,103,,,,
61.7,6264,99.6087555,34.737405,126.4085712,0.225619,-0.04929,,,0,7,5496,100,0,0,3,82,103,,,,
61.8,6273,100.5077537,34.73740807,126.4085407,0.226237,-0.070934,,,0,7,5548,100,0,0,3,82,103,,,,
61.9,6283,101.3077518,34.73741105,126.4085099,0.224937,-0.090034,,,0,7,5576,100,0,0,3,82,103,,,,
62,6292,102.1077499,34.73741395,126.4084789,0.221094,-0.107217,,,0,7,5620,100,0,0,3,82,103,,,,
62.1,6301,102.906747,34.73741675,126.4084476,0.215332,-0.121856,,,0,7,5669,100,0,0,3,82,103,,,,
62.2,6311,103.6067391,34.73741942,126.4084161,0.207034,-0.134615,,,0,7,5711,100,0,0,3,82,103,,,,
62.3,6320,104.3067489,34.73742193,126.4083843,0.197468,-0.148649,,,0,7,5770,100,0,0,3,82,103,,,,
62.4,6330,105.0057512,34.73742428,126.4083523,0.187284,-0.16397,,,0,7,5814,100,0,0,3,82,103,,,,
62.5,6339,105.6057421,34.73742644,126.40832,0.178368,-0.181847,,,0,7,5855,100,0,-13,3,82,103,,,,
62.6,6349,106.2067405,34.73742838,126.4082875,0.170108,-0.20293,,,0,7,5886,100,0,-13,3,82,103,,,,
62.7,6359,106.904737,34.73743007,126.4082548,0.164385,-0.229111,,,0,7,5939,100,0,-13,3,82,103,,,,
62.8,6369,107.405739,34.73743139,126.4082218,0.159949,-0.260372,,,0,7,5995,100,0,-14,3,82,103,,,,
62.9,6379,108.0047354,34.73743239,126.4081886,0.158063,-0.294806,,,0,7,6029,100,0,-17,3,82,103,,,,
63,6388,108.505739,34.73743305,126.4081552,0.158732,-0.33114,,,0,7,6082,100,0,-19,3,82,103,,,,
63.1,6398,109.1057299,34.73743333,126.4081216,0.162619,-0.368092,,,0,7,6123,100,0,-19,3,82,103,,,,
63.2,6408,109.7047263,34.73743319,126.4080878,0.172893,-0.40375,,,0,7,6167,100,0,-20,3,82,103,,,,
63.3,6418,110.2057428,34.7374325,126.4080537,0.190795,-0.436209,,,0,7,6209,100,0,-21,3,82,103,,,,
63.4,6428,110.8087287,34.73743134,126.4080192,0.214376,-0.464181,,,0,7,6243,100,0,-20,3,82,103,,,,
63.5,6439,111.708728,34.73742968,126.4079843,0.237925,-0.48513,,,0,7,6300,100,0,-19,3,82,103,,,,
63.6,6449,112.6077326,34.73742754,126.4079492,0.258231,-0.497793,,,0,7,6340,100,0,-19,3,82,103,,,,
63.7,6459,113.4117138,34.73742487,126.4079137,0.269581,-0.502191,,,0,7,6405,100,0,-19,3,82,103,,,,
63.8,6470,114.6097065,34.73742161,126.4078779,0.268867,-0.500253,,,0,7,6423,100,0,-19,3,82,103,,,,
63.9,6480,115.6087172,34.73741793,126.4078419,0.260525,-0.495792,,,0,7,6461,100,0,-19,3,82,103,,,,
64,6491,116.509711,34.73741386,126.4078058,0.246472,-0.49135,,,0,7,6510,100,0,-19,3,82,103,,,,
64.1,6502,117.5067084,34.73740941,126.4077697,0.229264,-0.488845,,,0,7,6564,100,0,-19,3,82,103,,,,
64.2,6512,118.2057237,34.73740457,126.4077336,0.212088,-0.490821,,,0,7,6611,95,0,-19,3,82,103,,,,
64.3,6523,118.8067092,34.73739925,126.4076975,0.198112,-0.499151,,,0,7,6629,88,0,-19,3,82,103,,,,
64.4,6534,119.5057115,34.7373935,126.4076613,0.18859,-0.511942,,,0,7,6670,83,0,-19,3,82,103,,,,
64.5,6545,120.1057024,34.73738731,126.4076251,0.18288,-0.529169,,,0,7,6699,77,0,-19,3,82,103,,,,
64.6,6556,120.7067008,34.73738066,126.4075888,0.1797,-0.548301,,,0,7,6752,67,0,-20,3,82,103,,,,
64.7,6567,121.4066977,34.73737349,126.4075524,0.177131,-0.568683,,,0,7,6775,59,0,-22,3,82,103,,,,
64.8,6578,122.1057017,34.73736569,126.4075158,0.172632,-0.58779,,,0,7,6806,54,0,-22,3,82,103,,,,
64.9,6589,122.7057038,34.73735741,126.4074793,0.164327,-0.605641,,,0,7,6852,47,0,-22,3,82,103,,,,
65,6601,123.3057076,34.73734864,126.4074428,0.154117,-0.624143,,,0,7,6889,43,0,-22,3,82,103,,,,
65.1,6612,123.9036965,34.73733937,126.4074063,0.142652,-0.644575,,,0,7,6891,35,0,-25,3,82,103,,,,
65.2,6623,124.3026922,34.73732955,126.4073699,0.131837,-0.668832,,,0,7,6935,34,0,-26,3,82,103,,,,
65.3,6635,124.6036951,34.73731903,126.4073336,0.122933,-0.696893,,,0,7,6967,33,0,-26,3,82,103,,,,
65.4,6646,125.0036965,34.73730789,126.4072976,0.115916,-0.72686,,,0,7,6986,33,0,-26,3,82,103,,,,
65.5,6657,125.4046942,34.73729612,126.4072617,0.10823,-0.758076,,,0,7,7002,28,0,-26,3,82,103,,,,
65.6,6669,125.9016938,34.73728371,126.407226,0.096695,-0.788011,,,0,7,7024,28,0,-26,3,82,103,,,,
65.7,6680,126.1046911,34.73727058,126.4071906,0.078748,-0.816034,,,0,7,7037,28,0,-26,3,82,103,,,,
65.8,6692,126.6016923,34.73725663,126.4071556,0.050623,-0.842158,,,0,7,7052,28,0,-26,3,82,103,,,,
65.9,6704,126.7986964,34.73724205,126.407121,0.014251,-0.867644,,,0,7,7065,26,0,-26,3,82,103,,,,
66,6715,126.6987017,34.73722688,126.4070869,-0.026557,-0.892513,,,0,7,7039,0,0,-26,3,82,103,,,,
66.1,6727,126.5966937,34.73721113,126.4070533,-0.069232,-0.918656,,,0,7,6858,0,0,-26,3,82,103,,,,
66.2,6738,126.2936904,34.73719478,126.4070203,-0.109307,-0.946061,,,0,7,6817,0,0,-26,3,82,103,,,,
66.3,6750,125.6936882,34.73717774,126.4069881,-0.141728,-0.97344,,,0,7,6860,0,0,-26,3,82,103,,,,
66.4,6761,125.0936844,34.73716017,126.4069566,-0.165869,-0.99827,,,0,7,6801,0,0,-26,3,82,103,,,,
66.5,6772,124.4926989,34.73714206,126.4069258,-0.182376,-1.020532,,,0,7,6775,0,0,-27,3,82,103,,,,
66.6,6784,123.792702,34.73712342,126.4068957,-0.192516,-1.038339,,,0,7,6739,0,0,-39,3,82,103,,,,
66.7,6795,123.0936867,34.7371042,126.4068664,-0.196939,-1.05229,,,0,7,6709,0,0,-43,3,82,103,,,,
66.8,6806,122.4927013,34.73708432,126.4068382,-0.197544,-1.05923,,,0,7,6669,0,0,-42,3,82,103,,,,
66.9,6817,121.7927027,34.73706394,126.4068108,-0.19497,-1.059166,,,0,7,6611,0,0,-39,3,82,103,,,,
67,6828,121.0927058,34.73704307,126.4067842,-0.189858,-1.052717,,,0,7,6593,0,0,-39,3,82,103,,,,
67.1,6839,120.3927073,34.73702174,126.4067585,-0.183472,-1.038619,,,0,7,6568,0,0,-42,3,82,103,,,,
67.2,6850,119.6937049,34.73699993,126.4067336,-0.175831,-1.016905,,,0,7,6531,0,0,-42,3,82,103,,,,
67.3,6861,119.0937011,34.73697778,126.40671,-0.168839,-0.990782,,,0,7,6499,0,0,-39,3,82,103,,,,
67.4,6872,118.4947177,34.73695515,126.406687,-0.163766,-0.96534,,,0,7,6470,0,0,-26,3,82,103,,,,
67.5,6882,117.9947086,34.73693211,126.4066648,-0.161255,-0.945015,,,0,7,6436,0,0,-26,3,82,103,,,,
67.6,6893,117.493705,34.73690873,126.4066434,-0.162555,-0.931746,,,0,7,6403,0,0,-26,3,82,103,,,,
67.7,6904,116.8927195,34.736885,126.4066229,-0.166392,-0.929956,,,0,7,6355,0,0,-26,3,82,103,,,,
67.8,6914,116.1937171,34.73686089,126.4066035,-0.171484,-0.940223,,,0,7,6338,0,0,-26,3,82,104,,,,
67.9,6925,115.5937133,34.73683648,126.406585,-0.175946,-0.957482,,,0,7,6306,0,0,-40,3,82,105,,,,
68,6935,114.994717,34.73681177,126.4065674,-0.180388,-0.979813,,,0,7,6277,0,0,-42,3,83,104,,,,
68.1,6946,114.4927188,34.73678678,126.4065508,-0.182924,-1.004675,,,0,7,6247,9,0,-42,3,83,104,,,,
68.2,6956,113.7927219,34.73676151,126.4065354,-0.184154,-1.030143,,,0,7,6217,11,0,-45,3,83,105,,,,
68.3,6966,113.092725,34.73673592,126.4065212,-0.180942,-1.053048,,,0,7,6250,10,0,-48,3,83,104,,,,
68.4,6977,112.3947284,34.7367101,126.4065081,-0.175174,-1.072142,,,0,7,6202,10,0,-52,3,82,103,,,,
68.5,6987,111.8937248,34.73668406,126.406496,-0.166226,-1.088668,,,0,7,6167,10,0,-51,3,82,104,,,,
68.6,6997,111.2947285,34.7366578,126.406485,-0.154729,-1.100733,,,0,7,6152,10,0,-51,3,82,105,,,,
68.7,7007,110.7937248,34.73663134,126.4064752,-0.140682,-1.108317,,,0,7,6138,10,0,-52,3,82,105,,,,
68.8,7017,110.1957359,34.73660464,126.4064666,-0.124112,-1.109527,,,0,7,6128,10,0,-52,3,82,105,,,,
68.9,7027,109.7967403,34.7365778,126.4064591,-0.107574,-1.104359,,,0,7,6102,10,0,-51,3,82,105,,,,
69,7037,109.4977265,34.73655083,126.4064526,-0.094241,-1.092192,,,0,7,6070,10,0,-49,3,82,105,,,,
69.1,7047,109.2967441,34.73652372,126.4064471,-0.086007,-1.074309,,,0,7,6051,10,0,-45,3,83,105,,,,
69.2,7057,108.9967358,34.73649641,126.4064426,-0.082884,-1.052666,,,0,7,6039,10,0,-44,3,83,105,,,,
69.3,7067,108.6967403,34.73646925,126.4064394,-0.086109,-1.033591,,,0,7,6022,11,0,-41,3,83,105,,,,
69.4,7077,108.3957374,34.73644211,126.4064372,-0.093157,-1.019021,,,0,7,5999,11,0,-41,3,82,105,,,,
69.5,7087,107.995736,34.73641513,126.4064359,-0.10403,-1.013387,,,0,7,5984,10,0,-41,3,82,105,,,,
69.6,7096,107.5947399,34.73638829,126.4064356,-0.118727,-1.017976,,,0,7,5972,4,0,-41,3,82,105,,,,
69.7,7106,107.0967442,34.73636128,126.4064363,-0.137222,-1.035254,,,0,7,5923,0,0,-44,3,82,105,,,,
69.8,7116,106.7937408,34.73633466,126.4064383,-0.157017,-1.059485,,,0,7,5823,0,0,-52,3,82,105,,,,
69.9,7126,106.193737,34.73630846,126.4064412,-0.180674,-1.084972,,,0,7,5813,0,0,-52,3,82,105,,,,
70,7135,105.5917328,34.7362826,126.4064452,-0.211916,-1.109782,,,0,7,5792,0,0,-52,3,82,105,,,,
70.1,7145,104.792747,34.73625719,126.4064504,-0.244043,-1.130049,,,0,7,5742,0,0,-52,3,82,105,,,,
70.2,7154,104.0917314,34.73623273,126.4064577,-0.238945,-1.137697,,,0,7,5707,0,0,-52,3,82,105,,,,
70.3,7164,103.2917397,34.73620828,126.406465,-0.23384,-1.145345,,,0,7,5647,0,0,-64,3,82,105,,,,
70.4,7173,102.4917465,34.73618383,126.4064724,-0.228078,-1.152987,,,0,7,5574,0,0,-64,3,82,105,,,,
70.5,7182,101.6907538,34.73616018,126.4064814,-0.219749,-1.159984,,,0,7,5520,0,0,-52,3,82,105,,,,
70.6,7192,100.7907562,34.73613756,126.4064925,-0.207009,-1.165714,,,0,7,5488,0,0,-52,3,82,105,,,,
70.7,7201,99.89075693,34.73611494,126.4065037,-0.194893,-1.170819,,,0,7,5440,0,0,-66,3,82,105,,,,
70.8,7210,98.99275969,34.73609231,126.4065148,-0.182331,-1.176555,,,0,7,5395,0,0,-74,3,82,105,,,,
70.9,7219,98.29276278,34.73607057,126.4065277,-0.188061,-1.18224,,,0,7,5346,0,0,-77,3,82,105,,,,
71,7228,97.59275781,34.73604958,126.4065419,-0.193032,-1.182807,,,0,7,5313,0,0,-77,3,82,105,,,,
71.1,7236,96.89376834,34.73602916,126.406557,-0.18534,-1.176363,,,0,7,5265,0,0,-77,3,82,105,,,,
71.2,7245,96.29676597,34.7360093,126.406573,-0.173256,-1.162935,,,0,7,5212,0,0,-77,3,82,105,,,,
71.3,7254,95.99575823,34.73599013,126.4065902,-0.163703,-1.145141,,,0,7,5167,0,0,-77,3,82,105,,,,
71.4,7263,95.59276662,34.73597179,126.406608,-0.154748,-1.132478,,,0,7,5129,0,0,-78,3,82,105,,,,
71.5,7271,94.8927681,34.73595424,126.4066266,-0.142575,-1.128093,,,0,7,5080,0,0,-90,3,82,105,,,,
71.6,7280,94.1957726,34.73593745,126.4066459,-0.124004,-1.131292,,,0,7,5030,1,0,-91,3,82,105,,,,
71.7,7288,93.79677215,34.73592151,126.4066661,-0.096535,-1.135671,,,0,7,5039,19,0,-93,3,82,105,,,,
71.8,7297,93.49777126,34.73590651,126.4066872,-0.062757,-1.131757,,,0,7,5047,30,0,-95,3,82,105,,,,
71.9,7305,93.30077195,34.73589223,126.406709,-0.029024,-1.118903,,,0,7,5183,35,0,-95,3,82,105,,,,
72,7314,93.40077312,34.73587864,126.4067315,0.00023,-1.09522,,,0,7,5246,37,0,-94,3,82,105,,,,
72.1,7322,93.50126997,34.73586574,126.4067547,0.023078,-1.061365,,,0,7,5269,48,0,-93,3,82,105,,,,
72.2,7331,93.6512685,34.73585357,126.4067786,0.036359,-1.019933,,,0,7,5267,58,0,-76,3,82,105,,,,
72.3,7339,93.80177559,34.73584222,126.4068031,0.039527,-0.977927,,,0,7,5242,63,0,-75,3,82,105,,,,
72.4,7348,94.00043735,34.73583157,126.4068281,0.040821,-0.94165,,,0,7,5263,62,0,-74,3,82,105,,,,
72.5,7357,94.06710908,34.7358216,126.4068537,0.044071,-0.910466,,,0,7,5304,60,0,-77,3,82,105,,,,
72.6,7365,94.13377438,34.73581231,126.4068798,0.053714,-0.883743,,,0,7,5336,61,0,-77,3,82,105,,,,
72.7,7374,94.20177705,34.73580372,126.4069065,0.071629,-0.861431,,,0,7,5362,62,0,-77,3,82,105,,,,
72.8,7382,94.40377336,34.73579591,126.4069338,0.096484,-0.838474,,,0,7,5405,62,0,-76,3,82,105,,,,
72.9,7391,94.80577039,34.73578867,126.4069616,0.121302,-0.81425,,,0,7,5450,64,0,-64,3,82,105,,,,
73,7400,95.40676876,34.73578196,126.4069899,0.142276,-0.789407,,,0,7,5467,70,0,-51,3,82,105,,,,
73.1,7408,96.10475883,34.73577578,126.4070186,0.15747,-0.76589,,,0,7,5494,81,0,-50,3,82,105,,,,
73.2,7417,96.60575603,34.73577016,126.4070476,0.162486,-0.748848,,,0,7,5503,88,0,-45,3,82,105,,,,
73.3,7426,97.20476525,34.73576524,126.4070771,0.159267,-0.748357,,,0,7,5548,100,0,-39,3,82,105,,,,
73.4,7435,97.70476144,34.73576098,126.4071069,0.152881,-0.762518,,,0,7,5550,100,0,-39,3,82,105,,,,
73.5,7444,98.20475763,34.73575743,126.4071369,0.14524,-0.790656,,,0,7,5594,100,0,-39,3,82,105,,,,
73.6,7453,98.70476025,34.73575465,126.4071673,0.138261,-0.828322,,,0,7,5616,100,0,-39,3,82,105,,,,
73.7,7462,99.20475644,34.73575279,126.407198,0.134488,-0.872278,,,0,7,5660,100,0,-39,3,82,105,,,,
73.8,7471,99.70475907,34.73575207,126.407229,0.135782,-0.914265,,,0,7,5703,100,0,-38,3,82,105,,,,
73.9,7480,100.2047553,34.73575226,126.4072603,0.138975,-0.948591,,,0,7,5748,100,0,-38,3,82,105,,,,
74,7489,100.7057525,34.73575337,126.4072919,0.142799,-0.973982,,,0,7,5780,100,0,-38,3,82,105,,,,
74.1,7499,101.3047488,34.73575537,126.4073236,0.14661,-0.989163,,,0,7,5861,100,0,-42,3,82,105,,,,
74.2,7508,101.804753,34.7357583,126.4073554,0.149166,-0.992904,,,0,7,5874,100,0,-49,3,81,105,,,,
74.3,7517,102.3047492,34.73576225,126.4073874,0.152378,-0.988379,,,0,7,5930,100,0,-48,3,81,105,,,,
74.4,7527,102.8057464,34.73576699,126.4074194,0.158145,-0.977481,,,0,7,5965,100,0,-40,3,81,105,,,,
74.5,7536,103.405755,34.7357725,126.4074515,0.167106,-0.960216,,,0,7,6005,100,0,-37,3,81,105,,,,
74.6,7546,104.0067405,34.73577873,126.4074836,0.179897,-0.937183,,,0,7,6056,100,0,-26,3,81,105,,,,
74.7,7555,104.7047499,34.7357857,126.4075157,0.197156,-0.905215,,,0,7,6094,100,0,-25,3,81,105,,,,
74.8,7565,105.207754,34.73579346,126.4075478,0.219481,-0.863056,,,0,7,6097,100,0,-24,3,81,105,,,,
74.9,7574,106.0087402,34.73580177,126.40758,0.243687,-0.81135,,,0,7,6118,100,0,-22,3,81,105,,,,
75,7584,106.9107399,34.73581061,126.4076122,0.266592,-0.751391,,,0,7,6161,100,0,-21,3,81,105,,,,
75.1,7594,108.0107398,34.73581993,126.4076445,0.285655,-0.686364,,,0,7,6303,100,0,-20,3,81,105,,,,
75.2,7604,109.1097211,34.7358297,126.4076769,0.298962,-0.619522,,,0,7,6145,100,0,-18,3,81,105,,,,
75.3,7614,110.1107322,34.73583996,126.4077093,0.304653,-0.560353,,,0,7,6237,100,0,-18,3,81,105,,,,
75.4,7624,111.2097263,34.7358506,126.4077418,0.305883,-0.511394,,,0,7,6293,100,0,-17,3,81,104,,,,
75.5,7634,112.2117207,34.73586163,126.4077744,0.302671,-0.473894,,,0,7,6362,100,0,-17,3,81,103,,,,
75.6,7645,113.4097134,34.73587304,126.4078071,0.296922,-0.446565,,,0,7,6364,100,0,-16,3,81,103,,,,
75.7,7655,114.4097187,34.73588484,126.4078399,0.289912,-0.426802,,,0,7,6425,100,0,-16,3,81,103,,,,
75.8,7666,115.4097111,34.73589709,126.4078728,0.282908,-0.40637,,,0,7,6519,100,0,-15,3,81,103,,,,
75.9,7676,116.4087105,34.73590967,126.4079057,0.276534,-0.382087,,,0,7,6531,100,0,-13,3,81,103,,,,
76,7687,117.3097156,34.73592255,126.4079387,0.270155,-0.351439,,,0,7,6516,100,0,0,3,81,103,,,,
76.1,7698,118.3087134,34.73593569,126.4079717,0.263151,-0.315054,,,0,7,6609,100,0,0,3,81,103,,,,
76.2,7708,119.2087126,34.73594906,126.4080048,0.256771,-0.272946,,,0,7,6649,100,0,0,3,81,103,,,,
76.3,7719,120.108699,34.73596263,126.4080381,0.249761,-0.226415,,,0,7,6704,100,0,0,3,81,103,,,,
